ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
EAH-108_afishleuciscussouffiaagassizi-1-1,EAH-108_afishleuciscussouffiaagassizi-1,čabak,109,false,expert,wot,,,
H-109_onlyjust-1-1,H-109_onlyjust-1,čåk,110,false,expert,wot,,,
EAH-109_onlyjust-1-1,EAH-109_onlyjust-1,čak,110,false,expert,wot,,,
H-110_pickaxemaceasmallaxewarhammer-1-1,H-110_pickaxemaceasmallaxewarhammer-1,čākāń,111,false,expert,wot,,,
EAH-110_pickaxemaceasmallaxewarhammer-1-1,EAH-110_pickaxemaceasmallaxewarhammer-1,čakan,111,false,expert,wot,,,
H-113_nettleurtica-1-1,H-113_nettleurtica-1,čålān,112,false,expert,wot,,,
EAH-113_nettleurtica-1-1,EAH-113_nettleurtica-1,čalān,112,false,expert,wot,,,
H-113_nettleurtica-2-1,H-113_nettleurtica-2,čålān,113,false,expert,wot,,,
EAH-113_nettleurtica-2-1,EAH-113_nettleurtica-2,čilān,113,false,expert,wot,,,
H-113_nettleurtica-3-1,H-113_nettleurtica-3,čålān,114,false,expert,wot,,,
EAH-113_nettleurtica-3-1,EAH-113_nettleurtica-3,čalaγan,114,false,expert,wot,,,
H-114_thicketbrushwooddryfoliagegrovemeadow-1-1,H-114_thicketbrushwooddryfoliagegrovemeadow-1,čålit,115,false,expert,wot,,,
EAH-114_thicketbrushwooddryfoliagegrovemeadow-1-1,EAH-114_thicketbrushwooddryfoliagegrovemeadow-1,čalit,115,false,expert,wot,,,
H-115_thicketbrushwooddryfoliagegrovemeadow-1-1,H-115_thicketbrushwooddryfoliagegrovemeadow-1,čålit,116,false,expert,wot,,,
EAH-115_thicketbrushwooddryfoliagegrovemeadow-1-1,EAH-115_thicketbrushwooddryfoliagegrovemeadow-1,čalit,116,false,expert,wot,,,
H-116_silvercupwoodenladleearthenwarebowl-1-1,H-116_silvercupwoodenladleearthenwarebowl-1,čånåk,117,false,expert,wot,,,
EAH-116_silvercupwoodenladleearthenwarebowl-1-1,EAH-116_silvercupwoodenladleearthenwarebowl-1,čanak,117,false,expert,wot,,,
H-118_fightingtrooparmygroupbattlequarrelhubbubflock-1-1,H-118_fightingtrooparmygroupbattlequarrelhubbubflock-1,čåtå,118,false,expert,wot,,,
EAH-118_fightingtrooparmygroupbattlequarrelhubbubflock-1-1,EAH-118_fightingtrooparmygroupbattlequarrelhubbubflock-1,čata,118,false,expert,wot,,,
H-118_fightingtrooparmygroupbattlequarrelhubbubflock-2-1,H-118_fightingtrooparmygroupbattlequarrelhubbubflock-2,čåtå,119,false,expert,wot,,,
EAH-118_fightingtrooparmygroupbattlequarrelhubbubflock-2-1,EAH-118_fightingtrooparmygroupbattlequarrelhubbubflock-2,čata,119,false,expert,wot,,,
H-119_toaddtojointobuckleupsomething-1-1,H-119_toaddtojointobuckleupsomething-1,čåtol,120,false,expert,wot,,,
OH-119_toaddtojointobuckleupsomething-1-1,OH-119_toaddtojointobuckleupsomething-1,čatol,120,false,expert,wot,,,
EAH-119_toaddtojointobuckleupsomething-1-1,EAH-119_toaddtojointobuckleupsomething-1,čat,120,false,expert,wot,,,
H-120_clasp-1-1,H-120_clasp-1,čåt,121,false,expert,wot,,,
OH-120_clasp-1-1,OH-120_clasp-1,čåtol,121,false,expert,wot,,,
LAH-120_clasp-1-1,LAH-120_clasp-1,čat,121,false,expert,wot,,,
EAH-120_clasp-1-1,EAH-120_clasp-1,čati,121,false,expert,wot,,,
H-122_measlesmallpoxpocksskineruptiondecorativeembroidery-1-1,H-122_measlesmallpoxpocksskineruptiondecorativeembroidery-1,čēč,122,false,expert,wot,,,
EAH-122_measlesmallpoxpocksskineruptiondecorativeembroidery-1-1,EAH-122_measlesmallpoxpocksskineruptiondecorativeembroidery-1,čëč,122,false,expert,wot,,,
H-122_measlesmallpoxpocksskineruptiondecorativeembroidery-2-1,H-122_measlesmallpoxpocksskineruptiondecorativeembroidery-2,čēč,123,false,expert,wot,,,
LAH-122_measlesmallpoxpocksskineruptiondecorativeembroidery-1-1,LAH-122_measlesmallpoxpocksskineruptiondecorativeembroidery-1,čëč,123,false,expert,wot,,,
EAH-122_measlesmallpoxpocksskineruptiondecorativeembroidery-2-1,EAH-122_measlesmallpoxpocksskineruptiondecorativeembroidery-2,čëček,123,false,expert,wot,,,
H-123_tobindsomething-1-1,H-123_tobindsomething-1,čekēl,124,false,expert,wot,,,
OH-123_tobindsomething-1-1,OH-123_tobindsomething-1,ček,124,false,expert,wot,,,
EAH-123_tobindsomething-1-1,EAH-123_tobindsomething-1,čik,124,false,expert,wot,,,
H-127_impuritiestowchaff-1-1,H-127_impuritiestowchaff-1,čepǖ,125,false,expert,wot,,,
OH-127_impuritiestowchaff-1-1,OH-127_impuritiestowchaff-1,čöpǖ,125,false,expert,wot,,,
LAH-127_impuritiestowchaff-1-1,LAH-127_impuritiestowchaff-1,čöpüγ,125,false,expert,wot,,,
EAH-127_impuritiestowchaff-1-1,EAH-127_impuritiestowchaff-1,čöpüγ,125,false,expert,wot,,,
H-127_impuritiestowchaff-2-1,H-127_impuritiestowchaff-2,čepǖ,126,false,expert,wot,,,
OH-127_impuritiestowchaff-2-1,OH-127_impuritiestowchaff-2,čöpǖ,126,false,expert,wot,,,
LAH-127_impuritiestowchaff-2-1,LAH-127_impuritiestowchaff-2,čöpüγ,126,false,expert,wot,,,
EAH-127_impuritiestowchaff-2-1,EAH-127_impuritiestowchaff-2,čöpüγ,126,false,expert,wot,,,
H-127_impuritiestowchaff-3-1,H-127_impuritiestowchaff-3,čepǖ,127,false,expert,wot,,,
OH-127_impuritiestowchaff-3-1,OH-127_impuritiestowchaff-3,čepǖ,127,false,expert,wot,,,
LAH-127_impuritiestowchaff-3-1,LAH-127_impuritiestowchaff-3,čöpüγ,127,false,expert,wot,,,
EAH-127_impuritiestowchaff-3-1,EAH-127_impuritiestowchaff-3,čöpüγ,127,false,expert,wot,,,
H-127_impuritiestowchaff-4-1,H-127_impuritiestowchaff-4,čepǖ,128,false,expert,wot,,,
OH-127_impuritiestowchaff-4-1,OH-127_impuritiestowchaff-4,čepǖ,128,false,expert,wot,,,
LAH-127_impuritiestowchaff-4-1,LAH-127_impuritiestowchaff-4,čöpüγ,128,false,expert,wot,,,
EAH-127_impuritiestowchaff-4-1,EAH-127_impuritiestowchaff-4,čöpüγ,128,false,expert,wot,,,
H-128_snailhelixsnailshellpulleyvertebra-1-1,H-128_snailhelixsnailshellpulleyvertebra-1,čigå,129,false,expert,wot,,,
EAH-128_snailhelixsnailshellpulleyvertebra-1-1,EAH-128_snailhelixsnailshellpulleyvertebra-1,čïga,129,false,expert,wot,,,
H-130_awineoflowqualityafruitwine-1-1,H-130_awineoflowqualityafruitwine-1,čiger,130,false,expert,wot,,,
EAH-130_awineoflowqualityafruitwine-1-1,EAH-130_awineoflowqualityafruitwine-1,čigir,130,false,expert,wot,,,
H-130_awineoflowqualityafruitwine-2-1,H-130_awineoflowqualityafruitwine-2,čiger,131,false,expert,wot,,,
EAH-130_awineoflowqualityafruitwine-2-1,EAH-130_awineoflowqualityafruitwine-2,čigir,131,false,expert,wot,,,
H-131_secretionmucusdischargedfromtheeyes-1-1,H-131_secretionmucusdischargedfromtheeyes-1,čipå,132,false,expert,wot,,,
OH-131_secretionmucusdischargedfromtheeyes-1-1,OH-131_secretionmucusdischargedfromtheeyes-1,čapa,132,false,expert,wot,,,
EAH-131_secretionmucusdischargedfromtheeyes-1-1,EAH-131_secretionmucusdischargedfromtheeyes-1,čapaγ,132,false,expert,wot,,,
H-132_squinteyedblindinoneeyeonearmedonelegged-1-1,H-132_squinteyedblindinoneeyeonearmedonelegged-1,čolāk,133,false,expert,wot,,,
EAH-132_squinteyedblindinoneeyeonearmedonelegged-1-1,EAH-132_squinteyedblindinoneeyeonearmedonelegged-1,čolak,133,false,expert,wot,,,
H-133_acarpentersaxewithalonghelve-1-1,H-133_acarpentersaxewithalonghelve-1,čomåk,134,false,expert,wot,,,
EAH-133_acarpentersaxewithalonghelve-1-1,EAH-133_acarpentersaxewithalonghelve-1,čomak,134,false,expert,wot,,,
H-136_stallion-1-1,H-136_stallion-1,čȫdör,135,false,expert,wot,,,
EAH-136_stallion-1-1,EAH-136_stallion-1,čeü̯dür,135,false,expert,wot,,,
H-136_stallion-2-1,H-136_stallion-2,čȫdör,136,false,expert,wot,,,
EAH-136_stallion-2-1,EAH-136_stallion-2,čeü̯dür,136,false,expert,wot,,,
H-136_stallion-3-1,H-136_stallion-3,čȫdör,137,false,expert,wot,,,
EAH-136_stallion-3-1,EAH-136_stallion-3,čeü̯dür,137,false,expert,wot,,,
H-137_sexualorganoflargemaleanimalsofabullawhipmadefromit-1-1,H-137_sexualorganoflargemaleanimalsofabullawhipmadefromit-1,čök,138,false,expert,wot,,,
EAH-137_sexualorganoflargemaleanimalsofabullawhipmadefromit-1-1,EAH-137_sexualorganoflargemaleanimalsofabullawhipmadefromit-1,čük,138,false,expert,wot,,,
H-138_feastchristeningfeastatbaptism-1-1,H-138_feastchristeningfeastatbaptism-1,čök,139,false,expert,wot,,,
EAH-138_feastchristeningfeastatbaptism-1-1,EAH-138_feastchristeningfeastatbaptism-1,čük,139,false,expert,wot,,,
H-139_tobecomesmallerremainsmalltoswaytotottertosprain-1-1,H-139_tobecomesmallerremainsmalltoswaytotottertosprain-1,čökik,140,false,expert,wot,,,
OH-139_tobecomesmallerremainsmalltoswaytotottertosprain-1-1,OH-139_tobecomesmallerremainsmalltoswaytotottertosprain-1,čök,140,false,expert,wot,,,
EAH-139_tobecomesmallerremainsmalltoswaytotottertosprain-1-1,EAH-139_tobecomesmallerremainsmalltoswaytotottertosprain-1,čük,140,false,expert,wot,,,
H-140_stubborn-1-1,H-140_stubborn-1,čököńöš,141,false,expert,wot,,,
OH-140_stubborn-1-1,OH-140_stubborn-1,čököń,141,false,expert,wot,,,
EAH-140_stubborn-1-1,EAH-140_stubborn-1,čükün,141,false,expert,wot,,,
H-141_fieldguardheraldturkishenvoy-1-1,H-141_fieldguardheraldturkishenvoy-1,čȫs,142,false,expert,wot,,,
EAH-141_fieldguardheraldturkishenvoy-1-1,EAH-141_fieldguardheraldturkishenvoy-1,čäüš,142,false,expert,wot,,,
H-142_roughcoarseuglywildunbridled-1-1,H-142_roughcoarseuglywildunbridled-1,čūńå,143,false,expert,wot,,,
OH-142_roughcoarseuglywildunbridled-1-1,OH-142_roughcoarseuglywildunbridled-1,čuńa,143,false,expert,wot,,,
EAH-142_roughcoarseuglywildunbridled-1-1,EAH-142_roughcoarseuglywildunbridled-1,čunaγ,143,false,expert,wot,,,
H-143_towindtoturntodistrortmisinterprettospinayarn-1-1,H-143_towindtoturntodistrortmisinterprettospinayarn-1,čǖr,144,false,expert,wot,,,
EAH-143_towindtoturntodistrortmisinterprettospinayarn-1-1,EAH-143_towindtoturntodistrortmisinterprettospinayarn-1,čevür,144,false,expert,wot,,,
H-144_bobbinspindle-1-1,H-144_bobbinspindle-1,čǖr,145,false,expert,wot,,,
OH-144_bobbinspindle-1-1,OH-144_bobbinspindle-1,čǖri,145,false,expert,wot,,,
EAH-144_bobbinspindle-1-1,EAH-144_bobbinspindle-1,čeviri,145,false,expert,wot,,,
H-145_excellentworthless-1-1,H-145_excellentworthless-1,dåkši,146,false,expert,wot,,,
EAH-145_excellentworthless-1-1,EAH-145_excellentworthless-1,ǰakši,146,false,expert,wot,,,
H-146_ashortfurcoat-1-1,H-146_ashortfurcoat-1,dåku,147,false,expert,wot,,,
EAH-146_ashortfurcoat-1-1,EAH-146_ashortfurcoat-1,daku,147,false,expert,wot,,,
H-148_gristgroatssofthail-1-1,H-148_gristgroatssofthail-1,dårå,148,false,expert,wot,,,
EAH-148_gristgroatssofthail-1-1,EAH-148_gristgroatssofthail-1,dara,148,false,expert,wot,,,
H-148_gristgroatssofthail-2-1,H-148_gristgroatssofthail-2,dårå,149,false,expert,wot,,,
EAH-148_gristgroatssofthail-2-1,EAH-148_gristgroatssofthail-2,dara,149,false,expert,wot,,,
H-150_noonsouth-1-1,H-150_noonsouth-1,dēl,150,false,expert,wot,,,
EAH-150_noonsouth-1-1,EAH-150_noonsouth-1,töli,150,false,expert,wot,,,
H-150_noonsouth-2-1,H-150_noonsouth-2,dēl,151,false,expert,wot,,,
EAH-150_noonsouth-2-1,EAH-150_noonsouth-2,döli,151,false,expert,wot,,,
H-152_nutwalnutjuglans-1-1,H-152_nutwalnutjuglans-1,diō,152,false,expert,wot,,,
OH-152_nutwalnutjuglans-1-1,OH-152_nutwalnutjuglans-1,ǰiwo,152,false,expert,wot,,,
LAH-152_nutwalnutjuglans-1-1,LAH-152_nutwalnutjuglans-1,ǰiγau̯,152,false,expert,wot,,,
EAH-152_nutwalnutjuglans-1-1,EAH-152_nutwalnutjuglans-1,ǰiγaγ,152,false,expert,wot,,,
H-152_nutwalnutjuglans-2-1,H-152_nutwalnutjuglans-2,diō,153,false,expert,wot,,,
OH-152_nutwalnutjuglans-2-1,OH-152_nutwalnutjuglans-2,ǰiwo,153,false,expert,wot,,,
LAH-152_nutwalnutjuglans-2-1,LAH-152_nutwalnutjuglans-2,ǰiγau̯,153,false,expert,wot,,,
EAH-152_nutwalnutjuglans-2-1,EAH-152_nutwalnutjuglans-2,ǰiγaγ,153,false,expert,wot,,,
H-153_pigsusdomestica-1-1,H-153_pigsusdomestica-1,disnō,154,false,expert,wot,,,
EAH-153_pigsusdomestica-1-1,EAH-153_pigsusdomestica-1,ǰisnaγ,154,false,expert,wot,,,
H-155_toleantoppleoverstreamdown-1-1,H-155_toleantoppleoverstreamdown-1,dȫl,155,false,expert,wot,,,
OH-155_toleantoppleoverstreamdown-1-1,OH-155_toleantoppleoverstreamdown-1,dǖl,155,false,expert,wot,,,
EAH-155_toleantoppleoverstreamdown-1-1,EAH-155_toleantoppleoverstreamdown-1,dül,155,false,expert,wot,,,
H-155_toleantoppleoverstreamdown-2-1,H-155_toleantoppleoverstreamdown-2,dȫl,156,false,expert,wot,,,
OH-155_toleantoppleoverstreamdown-2-1,OH-155_toleantoppleoverstreamdown-2,dǖl,156,false,expert,wot,,,
EAH-155_toleantoppleoverstreamdown-2-1,EAH-155_toleantoppleoverstreamdown-2,dül,156,false,expert,wot,,,
H-157_tosqueezetothrustinto-1-1,H-157_tosqueezetothrustinto-1,dug,157,false,expert,wot,,,
EAH-157_tosqueezetothrustinto-1-1,EAH-157_tosqueezetothrustinto-1,dïg,157,false,expert,wot,,,
H-157_tosqueezetothrustinto-2-1,H-157_tosqueezetothrustinto-2,dug,158,false,expert,wot,,,
EAH-157_tosqueezetothrustinto-2-1,EAH-157_tosqueezetothrustinto-2,dïg,158,false,expert,wot,,,
H-159_churchbuildingandorganisation-1-1,H-159_churchbuildingandorganisation-1,ëdʹhāz,159,false,expert,wot,,,
EAH-159_churchbuildingandorganisation-1-1,EAH-159_churchbuildingandorganisation-1,ëdʹ,159,false,expert,wot,,,
H-159_churchbuildingandorganisation-2-1,H-159_churchbuildingandorganisation-2,ëdʹhāz,160,false,expert,wot,,,
EAH-159_churchbuildingandorganisation-2-1,EAH-159_churchbuildingandorganisation-2,ëdʹ,160,false,expert,wot,,,
H-160_wedge-1-1,H-160_wedge-1,ēk,161,false,expert,wot,,,
H-161_plough-1-1,H-161_plough-1,eke,162,false,expert,wot,,,
EAH-161_plough-1-1,EAH-161_plough-1,ekeγ,162,false,expert,wot,,,
H-162_toallowpermitconcedeyieldgiveway-1-1,H-162_toallowpermitconcedeyieldgiveway-1,enged,163,false,expert,wot,,,
EAH-162_toallowpermitconcedeyieldgiveway-1-1,EAH-162_toallowpermitconcedeyieldgiveway-1,eng,163,false,expert,wot,,,
H-163_topropitiate-1-1,H-163_topropitiate-1,engestel,164,false,expert,wot,,,
EAH-163_topropitiate-1-1,EAH-163_topropitiate-1,eng,164,false,expert,wot,,,
H-164_communityworkinagricultureakindofcorvee-1-1,H-164_communityworkinagricultureakindofcorvee-1,enȫ,165,false,expert,wot,,,
OH-164_communityworkinagricultureakindofcorvee-1-1,OH-164_communityworkinagricultureakindofcorvee-1,eneü̯,165,false,expert,wot,,,
EAH-164_communityworkinagricultureakindofcorvee-1-1,EAH-164_communityworkinagricultureakindofcorvee-1,ineγ,165,false,expert,wot,,,
H-165_toarrivetoreachgetto-1-1,H-165_toarrivetoreachgetto-1,ēr,166,false,expert,wot,,,
EAH-165_toarrivetoreachgetto-1-1,EAH-165_toarrivetoreachgetto-1,er,166,false,expert,wot,,,
H-166_merit-1-1,H-166_merit-1,ērdem,167,false,expert,wot,,,
EAH-166_merit-1-1,EAH-166_merit-1,erdem,167,false,expert,wot,,,
H-167_moralsmorality-1-1,H-167_moralsmorality-1,erkölč,168,false,expert,wot,,,
EAH-167_moralsmorality-1-1,EAH-167_moralsmorality-1,erkelč,168,false,expert,wot,,,
H-168_totirelosevitalityslackenrelax-1-1,H-168_totirelosevitalityslackenrelax-1,erńed,169,false,expert,wot,,,
EAH-168_totirelosevitalityslackenrelax-1-1,EAH-168_totirelosevitalityslackenrelax-1,erin,169,false,expert,wot,,,
H-169_strengthpower-1-1,H-169_strengthpower-1,erȫ,170,false,expert,wot,,,
OH-169_strengthpower-1-1,OH-169_strengthpower-1,ereü̯,170,false,expert,wot,,,
EAH-169_strengthpower-1-1,EAH-169_strengthpower-1,eriγ,170,false,expert,wot,,,
H-171_oath-1-1,H-171_oath-1,eš,171,false,expert,wot,,,
OH-171_oath-1-1,OH-171_oath-1,ešü,171,false,expert,wot,,,
LAH-171_oath-1-1,LAH-171_oath-1,ečü,171,false,expert,wot,,,
EAH-171_oath-1-1,EAH-171_oath-1,ičü,171,false,expert,wot,,,
H-171_oath-2-1,H-171_oath-2,eškü,172,false,expert,wot,,,
OH-171_oath-2-1,OH-171_oath-2,iškü,172,false,expert,wot,,,
EAH-171_oath-2-1,EAH-171_oath-2,ičkü,172,false,expert,wot,,,
H-172_reasonmind-1-1,H-172_reasonmind-1,ēs,173,false,expert,wot,,,
EAH-172_reasonmind-1-1,EAH-172_reasonmind-1,es,173,false,expert,wot,,,
H-174_rivernameofariver-1-1,H-174_rivernameofariver-1,etel,174,false,expert,wot,,,
EAH-174_rivernameofariver-1-1,EAH-174_rivernameofariver-1,etil,174,false,expert,wot,,,
H-174_rivernameofariver-2-1,H-174_rivernameofariver-2,etil,175,false,expert,wot,,,
EAH-174_rivernameofariver-2-1,EAH-174_rivernameofariver-2,etil,175,false,expert,wot,,,
H-202_weed-1-1,H-202_weed-1,gåz,176,false,expert,wot,,,
OH-202_weed-1-1,OH-202_weed-1,kāz,176,false,expert,wot,,,
EAH-202_weed-1-1,EAH-202_weed-1,kaγzu,176,false,expert,wot,,,
H-177_pelicanpelicanus-1-1,H-177_pelicanpelicanus-1,gödēń,177,false,expert,wot,,,
OH-177_pelicanpelicanus-1-1,OH-177_pelicanpelicanus-1,güden,177,false,expert,wot,,,
EAH-177_pelicanpelicanus-1-1,EAH-177_pelicanpelicanus-1,güden,177,false,expert,wot,,,
H-177_pelicanpelicanus-2-1,H-177_pelicanpelicanus-2,gödēń,178,false,expert,wot,,,
OH-177_pelicanpelicanus-2-1,OH-177_pelicanpelicanus-2,güden,178,false,expert,wot,,,
EAH-177_pelicanpelicanus-2-1,EAH-177_pelicanpelicanus-2,güden,178,false,expert,wot,,,
H-179_polecatputoriusfoetidus-1-1,H-179_polecatputoriusfoetidus-1,görēń,179,false,expert,wot,,,
EAH-179_polecatputoriusfoetidus-1-1,EAH-179_polecatputoriusfoetidus-1,güren,179,false,expert,wot,,,
H-179_polecatputoriusfoetidus-2-1,H-179_polecatputoriusfoetidus-2,görēń,180,false,expert,wot,,,
EAH-179_polecatputoriusfoetidus-2-1,EAH-179_polecatputoriusfoetidus-2,güren,180,false,expert,wot,,,
H-180_matchmaker-1-1,H-180_matchmaker-1,güdʹǖ,181,false,expert,wot,,,
OH-180_matchmaker-1-1,OH-180_matchmaker-1,küdʹǖ,181,false,expert,wot,,,
LAH-180_matchmaker-1-1,LAH-180_matchmaker-1,küdʹeü̯,181,false,expert,wot,,,
EAH-180_matchmaker-1-1,EAH-180_matchmaker-1,küdeγü,181,false,expert,wot,,,
H-181_gleanermousemusspicilegus-1-1,H-181_gleanermousemusspicilegus-1,güzü,182,false,expert,wot,,,
OH-181_gleanermousemusspicilegus-1-1,OH-181_gleanermousemusspicilegus-1,güzǖ,182,false,expert,wot,,,
LAH-181_gleanermousemusspicilegus-1-1,LAH-181_gleanermousemusspicilegus-1,küzeγü,182,false,expert,wot,,,
EAH-181_gleanermousemusspicilegus-1-1,EAH-181_gleanermousemusspicilegus-1,küseγü,182,false,expert,wot,,,
H-182_toabusecalumniate-1-1,H-182_toabusecalumniate-1,dʹålāz,183,false,expert,wot,,,
OH-182_toabusecalumniate-1-1,OH-182_toabusecalumniate-1,dʹala,183,false,expert,wot,,,
EAH-182_toabusecalumniate-1-1,EAH-182_toabusecalumniate-1,ǰala,183,false,expert,wot,,,
H-183_dragnetakindoffishingnet-1-1,H-183_dragnetakindoffishingnet-1,dʹålom,184,false,expert,wot,,,
EAH-183_dragnetakindoffishingnet-1-1,EAH-183_dragnetakindoffishingnet-1,ǰalum,184,false,expert,wot,,,
H-184_suspicionmistrust-1-1,H-184_suspicionmistrust-1,dʹånū,185,false,expert,wot,,,
OH-184_suspicionmistrust-1-1,OH-184_suspicionmistrust-1,ǰanau̯,185,false,expert,wot,,,
EAH-184_suspicionmistrust-1-1,EAH-184_suspicionmistrust-1,ǰonaγ,185,false,expert,wot,,,
H-185_wool-1-1,H-185_wool-1,dʹåpyū,186,false,expert,wot,,,
OH-185_wool-1-1,OH-185_wool-1,ǰapyu,186,false,expert,wot,,,
EAH-185_wool-1-1,EAH-185_wool-1,ǰapγu,186,false,expert,wot,,,
H-186_cotton-1-1,H-186_cotton-1,dʹåpot,187,false,expert,wot,,,
EAH-186_cotton-1-1,EAH-186_cotton-1,ǰaput,187,false,expert,wot,,,
H-188_toincreasetoputonweighttogrowstronger-1-1,H-188_toincreasetoputonweighttogrowstronger-1,dʹåråpodik,188,false,expert,wot,,,
OH-188_toincreasetoputonweighttogrowstronger-1-1,OH-188_toincreasetoputonweighttogrowstronger-1,dʹåråp,188,false,expert,wot,,,
LAH-188_toincreasetoputonweighttogrowstronger-1-1,LAH-188_toincreasetoputonweighttogrowstronger-1,ǰarap,188,false,expert,wot,,,
EAH-188_toincreasetoputonweighttogrowstronger-1-1,EAH-188_toincreasetoputonweighttogrowstronger-1,ǰarpa,188,false,expert,wot,,,
H-188_toincreasetoputonweighttogrowstronger-2-1,H-188_toincreasetoputonweighttogrowstronger-2,dʹåråpsik,189,false,expert,wot,,,
OH-188_toincreasetoputonweighttogrowstronger-2-1,OH-188_toincreasetoputonweighttogrowstronger-2,dʹåråp,189,false,expert,wot,,,
LAH-188_toincreasetoputonweighttogrowstronger-2-1,LAH-188_toincreasetoputonweighttogrowstronger-2,ǰarap,189,false,expert,wot,,,
EAH-188_toincreasetoputonweighttogrowstronger-2-1,EAH-188_toincreasetoputonweighttogrowstronger-2,ǰarpa,189,false,expert,wot,,,
H-189_poorfrailfeeble-1-1,H-189_poorfrailfeeble-1,dʹårlō,190,false,expert,wot,,,
OH-189_poorfrailfeeble-1-1,OH-189_poorfrailfeeble-1,ǰarlou̯,190,false,expert,wot,,,
EAH-189_poorfrailfeeble-1-1,EAH-189_poorfrailfeeble-1,ǰarlïγ,190,false,expert,wot,,,
H-190_toproducebuildfabricate-1-1,H-190_toproducebuildfabricate-1,dʹārt,191,false,expert,wot,,,
OH-190_toproducebuildfabricate-1-1,OH-190_toproducebuildfabricate-1,dʹarat,191,false,expert,wot,,,
EAH-190_toproducebuildfabricate-1-1,EAH-190_toproducebuildfabricate-1,ǰarat,191,false,expert,wot,,,
H-191_mourningbereavement-1-1,H-191_mourningbereavement-1,dʹās,192,false,expert,wot,,,
OH-191_mourningbereavement-1-1,OH-191_mourningbereavement-1,ǰās,192,false,expert,wot,,,
EAH-191_mourningbereavement-1-1,EAH-191_mourningbereavement-1,ǰas,192,false,expert,wot,,,
H-192_bulrushtyphalatifoliaangustifoliamattingmadeofbulrushes-1-1,H-192_bulrushtyphalatifoliaangustifoliamattingmadeofbulrushes-1,dʹēkēń,193,false,expert,wot,,,
EAH-192_bulrushtyphalatifoliaangustifoliamattingmadeofbulrushes-1-1,EAH-192_bulrushtyphalatifoliaangustifoliamattingmadeofbulrushes-1,ǰeken,193,false,expert,wot,,,
H-193_weakfeeble-1-1,H-193_weakfeeble-1,dʹënge,194,false,expert,wot,,,
EAH-193_weakfeeble-1-1,EAH-193_weakfeeble-1,ǰenge,194,false,expert,wot,,,
H-194_rein-1-1,H-194_rein-1,dʹeplȫ,195,false,expert,wot,,,
OH-194_rein-1-1,OH-194_rein-1,ǰepleü̯,195,false,expert,wot,,,
EAH-194_rein-1-1,EAH-194_rein-1,ǰipliγ,195,false,expert,wot,,,
H-195_borderlandhedge-1-1,H-195_borderlandhedge-1,dʹepǖ,196,false,expert,wot,,,
OH-195_borderlandhedge-1-1,OH-195_borderlandhedge-1,ǰepeü̯,196,false,expert,wot,,,
EAH-195_borderlandhedge-1-1,EAH-195_borderlandhedge-1,ǰepiγ,196,false,expert,wot,,,
H-196_lawngrassplot-1-1,H-196_lawngrassplot-1,dʹep,197,false,expert,wot,,,
EAH-196_lawngrassplot-1-1,EAH-196_lawngrassplot-1,ǰepi,197,false,expert,wot,,,
H-198_child-1-1,H-198_child-1,dʹermek,198,false,expert,wot,,,
EAH-198_child-1-1,EAH-198_child-1,ǰärmäk,198,false,expert,wot,,,
H-198_child-2-1,H-198_child-2,dʹermek,199,false,expert,wot,,,
EAH-198_child-2-1,EAH-198_child-2,ǰärmäk,199,false,expert,wot,,,
H-199_candle-1-1,H-199_candle-1,dʹertʹå,200,false,expert,wot,,,
EAH-199_candle-1-1,EAH-199_candle-1,ǰarta,200,false,expert,wot,,,
H-200_hornbeamcarpinusbetulus-1-1,H-200_hornbeamcarpinusbetulus-1,dʹertʹān,201,false,expert,wot,,,
OH-200_hornbeamcarpinusbetulus-1-1,OH-200_hornbeamcarpinusbetulus-1,ǰartān,201,false,expert,wot,,,
EAH-200_hornbeamcarpinusbetulus-1-1,EAH-200_hornbeamcarpinusbetulus-1,ǰartaγan,201,false,expert,wot,,,
H-201_murderkiller-1-1,H-201_murderkiller-1,dʹilkoš,202,false,expert,wot,,,
EAH-201_murderkiller-1-1,EAH-201_murderkiller-1,ǰilkuš,202,false,expert,wot,,,
H-202_weed-2-1,H-202_weed-2,dʹom,203,false,expert,wot,,,
EAH-202_weed-2-1,EAH-202_weed-2,ǰom,203,false,expert,wot,,,
H-203_stomach-1-1,H-203_stomach-1,dʹomor,204,false,expert,wot,,,
OH-203_stomach-1-1,OH-203_stomach-1,dʹumur,204,false,expert,wot,,,
EAH-203_stomach-1-1,EAH-203_stomach-1,ǰumur,204,false,expert,wot,,,
H-205_toconfesssins-1-1,H-205_toconfesssins-1,dʹōn,205,false,expert,wot,,,
OH-205_toconfesssins-1-1,OH-205_toconfesssins-1,dʹun,205,false,expert,wot,,,
EAH-205_toconfesssins-1-1,EAH-205_toconfesssins-1,ǰūn,205,false,expert,wot,,,
H-205_toconfesssins-2-1,H-205_toconfesssins-2,dʹovon,206,false,expert,wot,,,
OH-205_toconfesssins-2-1,OH-205_toconfesssins-2,dʹuvun,206,false,expert,wot,,,
EAH-205_toconfesssins-2-1,EAH-205_toconfesssins-2,ǰuvun,206,false,expert,wot,,,
H-206_cudweedgnaphaliumedelweiss-1-1,H-206_cudweedgnaphaliumedelweiss-1,dʹopār,207,false,expert,wot,,,
