ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,CV_Segments,ProsodicStructure
H-408_grocergrandhandler-1,,H,408_grocergrandhandler,såtōč,såtōč,s ɒ t oː t͡ʃ,,wot,409,true,^ såtōč $,default,s ɒ t oː t͡ʃ,CVCVC
OH-408_grocergrandhandler-1,,OH,408_grocergrandhandler,satōč,satōč,s a t oː t͡ʃ,,wot,409,true,^ satōč $,default,s a t oː t͡ʃ,CVCVC
LAH-408_grocergrandhandler-1,,LAH,408_grocergrandhandler,satiwči,satiwči,s a t i v t͡ʃ i,,wot,409,true,^ satiwči $,default,s a t i v.t͡ʃ i,CVCVCCV
EAH-408_grocergrandhandler-1,,EAH,408_grocergrandhandler,satiγči,satiγči,s a t i γ t͡ʃ i,,wot,409,true,^ satiγči $,default,s a t i γ t͡ʃ i,CVCVCCV
WOT-408_grocergrandhandler-1,,WOT,408_grocergrandhandler,satïγčï,satïγčï,s a t ï γ t͡ʃ ï,,wot,409,true,^ satïγčï $,default,s a t ï γ t͡ʃ ï,CVCVCCV
H-409_chairseatbenchthrone-1,,H,409_chairseatbenchthrone,sēk,sēk,s eː k,,wot,410,true,^ sēk $,default,s eː k,CVC
EAH-409_chairseatbenchthrone-1,,EAH,409_chairseatbenchthrone,sekü,sekü,s ɛ k y,,wot,410,true,^ sekü $,default,s ɛ k y,CVCV
WOT-409_chairseatbenchthrone-1,,WOT,409_chairseatbenchthrone,säkü,säkü,s ä k y,,wot,410,true,^ säkü $,default,s ä k y,CVCV
H-410_wind-1,,H,410_wind,sēl,sēl,s eː l,,wot,411,true,^ sēl $,default,s eː l,CVC
EAH-410_wind-1,,EAH,410_wind,sēl,sēl,s eː l,,wot,411,true,^ sēl $,default,s eː l,CVC
WOT-410_wind-1,,WOT,410_wind,śēl,śēl,s eː l,,wot,411,true,^ śēl $,default,s eː l,CVC
H-418_toslumbertodoze-1,,H,418_toslumbertodoze,sender,sender,s ɛ n d ɛ r,,wot,412,true,^ sender $,default,s ɛ n.d ɛ r,CVCCVC
EAH-418_toslumbertodoze-1,,EAH,418_toslumbertodoze,sen,sen,s ɛ n,,wot,412,true,^ sen $,default,s ɛ n,CVC
WOT-418_toslumbertodoze-1,,WOT,418_toslumbertodoze,sön,sön,s ø n,,wot,412,true,^ sön $,default,s ø n,CVC
H-418_toslumbertodoze-2,,H,418_toslumbertodoze,sender,sender,s ɛ n d ɛ r,,wot,413,true,^ sender $,default,s ɛ n.d ɛ r,CVCCVC
EAH-418_toslumbertodoze-2,,EAH,418_toslumbertodoze,sen,sen,s ɛ n,,wot,413,true,^ sen $,default,s ɛ n,CVC
WOT-418_toslumbertodoze-2,,WOT,418_toslumbertodoze,sender°,sender°,s ɛ n d ɛ r,,wot,413,true,^ sender° $,default,s ɛ n.d ɛ r,CVCCVC
H-418_toslumbertodoze-3,,H,418_toslumbertodoze,sender,sender,s ɛ n d ɛ r,,wot,414,true,^ sender $,default,s ɛ n.d ɛ r,CVCCVC
EAH-418_toslumbertodoze-3,,EAH,418_toslumbertodoze,sön,sön,s ø n,,wot,414,true,^ sön $,default,s ø n,CVC
WOT-418_toslumbertodoze-3,,WOT,418_toslumbertodoze,sön,sön,s ø n,,wot,414,true,^ sön $,default,s ø n,CVC
H-418_toslumbertodoze-4,,H,418_toslumbertodoze,sender,sender,s ɛ n d ɛ r,,wot,415,true,^ sender $,default,s ɛ n.d ɛ r,CVCCVC
EAH-418_toslumbertodoze-4,,EAH,418_toslumbertodoze,sön,sön,s ø n,,wot,415,true,^ sön $,default,s ø n,CVC
WOT-418_toslumbertodoze-4,,WOT,418_toslumbertodoze,sender°,sender°,s ɛ n d ɛ r,,wot,415,true,^ sender° $,default,s ɛ n.d ɛ r,CVCCVC
H-418_toslumbertodoze-5,,H,418_toslumbertodoze,söndör,söndör,s ø n d ø r,,wot,416,true,^ söndör $,default,s ø n.d ø r,CVCCVC
EAH-418_toslumbertodoze-5,,EAH,418_toslumbertodoze,sen,sen,s ɛ n,,wot,416,true,^ sen $,default,s ɛ n,CVC
WOT-418_toslumbertodoze-5,,WOT,418_toslumbertodoze,sön,sön,s ø n,,wot,416,true,^ sön $,default,s ø n,CVC
H-418_toslumbertodoze-6,,H,418_toslumbertodoze,söndör,söndör,s ø n d ø r,,wot,417,true,^ söndör $,default,s ø n.d ø r,CVCCVC
EAH-418_toslumbertodoze-6,,EAH,418_toslumbertodoze,sen,sen,s ɛ n,,wot,417,true,^ sen $,default,s ɛ n,CVC
WOT-418_toslumbertodoze-6,,WOT,418_toslumbertodoze,sender°,sender°,s ɛ n d ɛ r,,wot,417,true,^ sender° $,default,s ɛ n.d ɛ r,CVCCVC
H-418_toslumbertodoze-7,,H,418_toslumbertodoze,söndör,söndör,s ø n d ø r,,wot,418,true,^ söndör $,default,s ø n.d ø r,CVCCVC
EAH-418_toslumbertodoze-7,,EAH,418_toslumbertodoze,sön,sön,s ø n,,wot,418,true,^ sön $,default,s ø n,CVC
WOT-418_toslumbertodoze-7,,WOT,418_toslumbertodoze,sön,sön,s ø n,,wot,418,true,^ sön $,default,s ø n,CVC
H-418_toslumbertodoze-8,,H,418_toslumbertodoze,söndör,söndör,s ø n d ø r,,wot,419,true,^ söndör $,default,s ø n.d ø r,CVCCVC
EAH-418_toslumbertodoze-8,,EAH,418_toslumbertodoze,sön,sön,s ø n,,wot,419,true,^ sön $,default,s ø n,CVC
WOT-418_toslumbertodoze-8,,WOT,418_toslumbertodoze,sender°,sender°,s ɛ n d ɛ r,,wot,419,true,^ sender° $,default,s ɛ n.d ɛ r,CVCCVC
H-419_beautiful-1,,H,419_beautiful,sēp,sēp,s eː p,,wot,420,true,^ sēp $,default,s eː p,CVC
EAH-419_beautiful-1,,EAH,419_beautiful,sip,sip,s i p,,wot,420,true,^ sip $,default,s i p,CVC
WOT-419_beautiful-1,,WOT,419_beautiful,sip,sip,s i p,,wot,420,true,^ sip $,default,s i p,CVC
H-420_frecklesunspotstain-1,,H,420_frecklesunspotstain,seplȫ,seplȫ,s ɛ p l øː,,wot,421,true,^ seplȫ $,default,s ɛ p.l øː,CVCCV
EAH-420_frecklesunspotstain-1,,EAH,420_frecklesunspotstain,sepleγ,sepleγ,s ɛ p l ɛ γ,,wot,421,true,^ sepleγ $,default,s ɛ p.l ɛ γ,CVCCVC
WOT-420_frecklesunspotstain-1,,WOT,420_frecklesunspotstain,säpliγ,säpliγ,s ä p l i γ,,wot,421,true,^ säpliγ $,default,s ä p.l i γ,CVCCVC
H-421_partofavillagestreetgroupofpeoplerowlineorder-1,,H,421_partofavillagestreetgroupofpeoplerowlineorder,ser,ser,s ɛ r,,wot,422,true,^ ser $,default,s ɛ r,CVC
EAH-421_partofavillagestreetgroupofpeoplerowlineorder-1,,EAH,421_partofavillagestreetgroupofpeoplerowlineorder,śer,śer,s ɛ r,,wot,422,true,^ śer $,default,s ɛ r,CVC
WOT-421_partofavillagestreetgroupofpeoplerowlineorder-1,,WOT,421_partofavillagestreetgroupofpeoplerowlineorder,čer,čer,t͡ʃ ɛ r,,wot,422,true,^ čer $,default,t͡ʃ ɛ r,CVC
H-422_fumesvapourspiritsalcoholhumours-1,,H,422_fumesvapourspiritsalcoholhumours,ses,ses,s ɛ s,,wot,423,true,^ ses $,default,s ɛ s,CVC
EAH-422_fumesvapourspiritsalcoholhumours-1,,EAH,422_fumesvapourspiritsalcoholhumours,sis,sis,s i s,,wot,423,true,^ sis $,default,s i s,CVC
WOT-422_fumesvapourspiritsalcoholhumours-1,,WOT,422_fumesvapourspiritsalcoholhumours,sis,sis,s i s,,wot,423,true,^ sis $,default,s i s,CVC
H-423_colourfaceexternalappearancethebestpartofsomethingtheupperpartofsomething-1,,H,423_colourfaceexternalappearancethebestpartofsomethingtheupperpartofsomething,sīn,sīn,s iː n,,wot,424,true,^ sīn $,default,s iː n,CVC
EAH-423_colourfaceexternalappearancethebestpartofsomethingtheupperpartofsomething-1,,EAH,423_colourfaceexternalappearancethebestpartofsomethingtheupperpartofsomething,sin,sin,s i n,,wot,424,true,^ sin $,default,s i n,CVC
WOT-423_colourfaceexternalappearancethebestpartofsomethingtheupperpartofsomething-1,,WOT,423_colourfaceexternalappearancethebestpartofsomethingtheupperpartofsomething,sin,sin,s i n,,wot,424,true,^ sin $,default,s i n,CVC
H-425_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow-1,,H,425_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow,siroń,siroń,s i r o ɲ,,wot,425,true,^ siroń $,default,s i r o ɲ,CVCVC
OH-425_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow-1,,OH,425_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow,siron,siron,s i r o n,,wot,425,true,^ siron $,default,s i r o n,CVCVC
LAH-425_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow-1,,LAH,425_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow,sirum,sirum,s i r u m,,wot,425,true,^ sirum $,default,s i r u m,CVCVC
EAH-425_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow-1,,EAH,425_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow,siyrum,siyrum,s i j r u m,,wot,425,true,^ siyrum $,default,s i j.r u m,CVCCVC
WOT-425_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow-1,,WOT,425_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow,sïyrum,sïyrum,s ï j r u m,,wot,425,true,^ sïyrum $,default,s ï j.r u m,CVCCVC
H-425_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow-2,,H,425_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow,siroń,siroń,s i r o ɲ,,wot,426,true,^ siroń $,default,s i r o ɲ,CVCVC
OH-425_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow-2,,OH,425_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow,sirom,sirom,s i r o m,,wot,426,true,^ sirom $,default,s i r o m,CVCVC
LAH-425_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow-2,,LAH,425_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow,sirum,sirum,s i r u m,,wot,426,true,^ sirum $,default,s i r u m,CVCVC
EAH-425_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow-2,,EAH,425_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow,siyrum,siyrum,s i j r u m,,wot,426,true,^ siyrum $,default,s i j.r u m,CVCCVC
WOT-425_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow-2,,WOT,425_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow,sïyrum,sïyrum,s ï j r u m,,wot,426,true,^ sïyrum $,default,s ï j.r u m,CVCCVC
H-426_rockcliffocciputcrestofmountain-1,,H,426_rockcliffocciputcrestofmountain,sirt,sirt,s i r t,,wot,427,true,^ sirt $,default,s i r.t,CVCC
WOT-426_rockcliffocciputcrestofmountain-1,,WOT,426_rockcliffocciputcrestofmountain,sïrt,sïrt,s ï r t,,wot,427,true,^ sïrt $,default,s ï r.t,CVCC
H-427_word-1,,H,427_word,sō,sō,s oː,,wot,428,true,^ sō $,default,s oː,CV
EAH-427_word-1,,EAH,427_word,saw,saw,s a v,,wot,428,true,^ saw $,default,s a v,CVC
WOT-427_word-1,,WOT,427_word,sav,sav,s a v,,wot,428,true,^ sav $,default,s a v,CVC
H-428_akindoffalconpielfalcusgyrfalco-1,,H,428_akindoffalconpielfalcusgyrfalco,songor,songor,s o n ɡ o r,,wot,429,true,^ songor $,default,s o n.ɡ o r,CVCCVC
EAH-428_akindoffalconpielfalcusgyrfalco-1,,EAH,428_akindoffalconpielfalcusgyrfalco,sonkor,sonkor,s o n k o r,,wot,429,true,^ sonkor $,default,s o n.k o r,CVCCVC
WOT-428_akindoffalconpielfalcusgyrfalco-1,,WOT,428_akindoffalconpielfalcusgyrfalco,soŋkur,soŋkur,s o ŋ k u r,,wot,429,true,^ soŋkur $,default,s o ŋ.k u r,CVCCVC
H-429_tospreadtoscattertowinnow-1,,H,429_tospreadtoscattertowinnow,sōr,sōr,s oː r,,wot,430,true,^ sōr $,default,s oː r,CVC
EAH-429_tospreadtoscattertowinnow-1,,EAH,429_tospreadtoscattertowinnow,sawur,sawur,s a v u r,,wot,430,true,^ sawur $,default,s a v u r,CVCVC
WOT-429_tospreadtoscattertowinnow-1,,WOT,429_tospreadtoscattertowinnow,sawur,sawur,s a v u r,,wot,430,true,^ sawur $,default,s a v u r,CVCVC
H-430_grasshopper-1,,H,430_grasshopper,söčke,söčke,s ø t͡ʃ k ɛ,,wot,431,true,^ söčke $,default,s ø t͡ʃ.k ɛ,CVCCV
OH-430_grasshopper-1,,OH,430_grasshopper,sökče,sökče,s ø k t͡ʃ ɛ,,wot,431,true,^ sökče $,default,s ø k.t͡ʃ ɛ,CVCCV
LAH-430_grasshopper-1,,LAH,430_grasshopper,sökśȫ,sökśȫ,s ø k s øː,,wot,431,true,^ sökśȫ $,default,s ø k.s øː,CVCCV
EAH-430_grasshopper-1,,EAH,430_grasshopper,sek,sek,s ɛ k,,wot,431,true,^ sek $,default,s ɛ k,CVC
WOT-430_grasshopper-1,,WOT,430_grasshopper,sek,sek,s ɛ k,,wot,431,true,^ sek $,default,s ɛ k,CVC
H-431_toleaptojumptoescapetoflee-1,,H,431_toleaptojumptoescapetoflee,sökik,sökik,s ø k i k,,wot,432,true,^ sökik $,default,s ø k i k,CVCVC
OH-431_toleaptojumptoescapetoflee-1,,OH,431_toleaptojumptoescapetoflee,sök,sök,s ø k,,wot,432,true,^ sök $,default,s ø k,CVC
EAH-431_toleaptojumptoescapetoflee-1,,EAH,431_toleaptojumptoescapetoflee,sek,sek,s ɛ k,,wot,432,true,^ sek $,default,s ɛ k,CVC
WOT-431_toleaptojumptoescapetoflee-1,,WOT,431_toleaptojumptoescapetoflee,sek,sek,s ɛ k,,wot,432,true,^ sek $,default,s ɛ k,CVC
H-435_grapewinegrapevitisvinifer-1,,H,435_grapewinegrapevitisvinifer,sȫlȫ,sȫlȫ,s øː l øː,,wot,433,true,^ sȫlȫ $,default,s øː l øː,CVCV
OH-435_grapewinegrapevitisvinifer-1,,OH,435_grapewinegrapevitisvinifer,selleγ,selleγ,s ɛ lː ɛ γ,,wot,433,true,^ selleγ $,default,s ɛ lː ɛ γ,CVCVC
EAH-435_grapewinegrapevitisvinifer-1,,EAH,435_grapewinegrapevitisvinifer,śeleγ,śeleγ,s ɛ l ɛ γ,,wot,433,true,^ śeleγ $,default,s ɛ l ɛ γ,CVCVC
WOT-435_grapewinegrapevitisvinifer-1,,WOT,435_grapewinegrapevitisvinifer,če leγ,čeleγ,t͡ʃ ɛ l ɛ γ,,wot,433,true,^ čeleγ $,default,t͡ʃ ɛ l ɛ γ,CVCVC
H-435_grapewinegrapevitisvinifer-2,,H,435_grapewinegrapevitisvinifer,sȫlȫ,sȫlȫ,s øː l øː,,wot,434,true,^ sȫlȫ $,default,s øː l øː,CVCV
OH-435_grapewinegrapevitisvinifer-2,,OH,435_grapewinegrapevitisvinifer,seleγ,seleγ,s ɛ l ɛ γ,,wot,434,true,^ seleγ $,default,s ɛ l ɛ γ,CVCVC
EAH-435_grapewinegrapevitisvinifer-2,,EAH,435_grapewinegrapevitisvinifer,śeleγ,śeleγ,s ɛ l ɛ γ,,wot,434,true,^ śeleγ $,default,s ɛ l ɛ γ,CVCVC
WOT-435_grapewinegrapevitisvinifer-2,,WOT,435_grapewinegrapevitisvinifer,čeleγ,čeleγ,t͡ʃ ɛ l ɛ γ,,wot,434,true,^ čeleγ $,default,t͡ʃ ɛ l ɛ γ,CVCVC
H-435_grapewinegrapevitisvinifer-3,,H,435_grapewinegrapevitisvinifer,söllȫ,söllȫ,s ø lː øː,,wot,435,true,^ söllȫ $,default,s ø lː øː,CVCV
OH-435_grapewinegrapevitisvinifer-3,,OH,435_grapewinegrapevitisvinifer,selleγ,selleγ,s ɛ lː ɛ γ,,wot,435,true,^ selleγ $,default,s ɛ lː ɛ γ,CVCVC
EAH-435_grapewinegrapevitisvinifer-3,,EAH,435_grapewinegrapevitisvinifer,śeleγ,śeleγ,s ɛ l ɛ γ,,wot,435,true,^ śeleγ $,default,s ɛ l ɛ γ,CVCVC
WOT-435_grapewinegrapevitisvinifer-3,,WOT,435_grapewinegrapevitisvinifer,čeleγ,čeleγ,t͡ʃ ɛ l ɛ γ,,wot,435,true,^ čeleγ $,default,t͡ʃ ɛ l ɛ γ,CVCVC
H-435_grapewinegrapevitisvinifer-4,,H,435_grapewinegrapevitisvinifer,söllȫ,söllȫ,s ø lː øː,,wot,436,true,^ söllȫ $,default,s ø lː øː,CVCV
OH-435_grapewinegrapevitisvinifer-4,,OH,435_grapewinegrapevitisvinifer,seleγ,seleγ,s ɛ l ɛ γ,,wot,436,true,^ seleγ $,default,s ɛ l ɛ γ,CVCVC
EAH-435_grapewinegrapevitisvinifer-4,,EAH,435_grapewinegrapevitisvinifer,śeleγ,śeleγ,s ɛ l ɛ γ,,wot,436,true,^ śeleγ $,default,s ɛ l ɛ γ,CVCVC
WOT-435_grapewinegrapevitisvinifer-4,,WOT,435_grapewinegrapevitisvinifer,čeleγ,čeleγ,t͡ʃ ɛ l ɛ γ,,wot,436,true,^ čeleγ $,default,t͡ʃ ɛ l ɛ γ,CVCVC
H-436_mosquitognatculexpipens-1,,H,436_mosquitognatculexpipens,sūńog,sūńog,s uː ɲ o ɡ,,wot,437,true,^ sūńog $,default,s uː ɲ o ɡ,CVCVC
OH-436_mosquitognatculexpipens-1,,OH,436_mosquitognatculexpipens,sunug,sunug,s u n u ɡ,,wot,437,true,^ sunug $,default,s u n u ɡ,CVCVC
EAH-436_mosquitognatculexpipens-1,,EAH,436_mosquitognatculexpipens,sinuk,sinuk,s i n u k,,wot,437,true,^ sinuk $,default,s i n u k,CVCVC
WOT-436_mosquitognatculexpipens-1,,WOT,436_mosquitognatculexpipens,siŋuk,siŋuk,s i ŋ u k,,wot,437,true,^ siŋuk $,default,s i ŋ u k,CVCVC
H-437_furrier-1,,H,437_furrier,sǖč,sǖč,s yː t͡ʃ,,wot,438,true,^ sǖč $,default,s yː t͡ʃ,CVC
OH-437_furrier-1,,OH,437_furrier,seü̯či,seü̯či,s ɛ ü̯ t͡ʃ i,,wot,438,true,^ seü̯či $,default,s ɛ.ü̯ t͡ʃ i,CVVCV
LAH-437_furrier-1,,LAH,437_furrier,siwči,siwči,s i v t͡ʃ i,,wot,438,true,^ siwči $,default,s i v.t͡ʃ i,CVCCV
EAH-437_furrier-1,,EAH,437_furrier,śiγči,śiγči,s i γ t͡ʃ i,,wot,438,true,^ śiγči $,default,s i γ t͡ʃ i,CVCCV
WOT-437_furrier-1,,WOT,437_furrier,čiγči,čiγči,t͡ʃ i γ t͡ʃ i,,wot,438,true,^ čiγči $,default,t͡ʃ i γ t͡ʃ i,CVCCV
H-438_toceasetostop-1,,H,438_toceasetostop,szǖnik,szǖnik,s yː n i k,,wot,439,true,^ szǖnik $,default,s yː n i k,CVCVC
OH-438_toceasetostop-1,,OH,438_toceasetostop,sün,sün,s y n,,wot,439,true,^ sün $,default,s y n,CVC
EAH-438_toceasetostop-1,,EAH,438_toceasetostop,sön,sön,s ø n,,wot,439,true,^ sön $,default,s ø n,CVC
WOT-438_toceasetostop-1,,WOT,438_toceasetostop,sön,sön,s ø n,,wot,439,true,^ sön $,default,s ø n,CVC
H-439_tostraintofilter-1,,H,439_tostraintofilter,sǖr,sǖr,s yː r,,wot,440,true,^ sǖr $,default,s yː r,CVC
EAH-439_tostraintofilter-1,,EAH,439_tostraintofilter,sür,sür,s y r,,wot,440,true,^ sür $,default,s y r,CVC
WOT-439_tostraintofilter-1,,WOT,439_tostraintofilter,sür,sür,s y r,,wot,440,true,^ sür $,default,s y r,CVC
H-440_virginpure-1,,H,440_virginpure,sǖz,sǖz,s yː z,,wot,441,true,^ sǖz $,default,s yː z,CVC
OH-440_virginpure-1,,OH,440_virginpure,süz,süz,s y z,,wot,441,true,^ süz $,default,s y z,CVC
EAH-440_virginpure-1,,EAH,440_virginpure,süzök,süzök,s y z ø k,,wot,441,true,^ süzök $,default,s y z ø k,CVCVC
WOT-440_virginpure-1,,WOT,440_virginpure,süzök,süzök,s y z ø k,,wot,441,true,^ süzök $,default,s y z ø k,CVCVC
H-441_sorcerermedicineman-1,,H,441_sorcerermedicineman,tāltoš,tāltoš,t aː l t o ʃ,,wot,442,true,^ tāltoš $,default,t aː l.t o ʃ,CVCCVC
OH-441_sorcerermedicineman-1,,OH,441_sorcerermedicineman,taltuš,taltuš,t a l t u ʃ,,wot,442,true,^ taltuš $,default,t a l.t u ʃ,CVCCVC
EAH-441_sorcerermedicineman-1,,EAH,441_sorcerermedicineman,taltuči,taltuči,t a l t u t͡ʃ i,,wot,442,true,^ taltuči $,default,t a l.t u t͡ʃ i,CVCCVCV
WOT-441_sorcerermedicineman-1,,WOT,441_sorcerermedicineman,taltučï,taltučï,t a l t u t͡ʃ ï,,wot,442,true,^ taltučï $,default,t a l.t u t͡ʃ ï,CVCCVCV
H-442_advicecouncil-1,,H,442_advicecouncil,tånāč,tånāč,t ɒ n aː t͡ʃ,,wot,443,true,^ tånāč $,default,t ɒ n aː t͡ʃ,CVCVC
EAH-442_advicecouncil-1,,EAH,442_advicecouncil,tanilč,tanilč,t a n i l t͡ʃ,,wot,443,true,^ tanilč $,default,t a n i l.t͡ʃ,CVCVCC
WOT-442_advicecouncil-1,,WOT,442_advicecouncil,tanïlč,tanïlč,t a n ï l t͡ʃ,,wot,443,true,^ tanïlč $,default,t a n ï l.t͡ʃ,CVCVCC
H-443_witness-1,,H,443_witness,tånū,tånū,t ɒ n uː,,wot,444,true,^ tånū $,default,t ɒ n uː,CVCV
EAH-443_witness-1,,EAH,443_witness,tanu,tanu,t a n u,,wot,444,true,^ tanu $,default,t a n u,CVCV
WOT-443_witness-1,,WOT,443_witness,tanuγ,tanuγ,t a n u γ,,wot,444,true,^ tanuγ $,default,t a n u γ,CVCVC
H-444_tofeedtonourish-1,,H,444_tofeedtonourish,tāplāl,tāplāl,t aː p l aː l,,wot,445,true,^ tāplāl $,default,t aː p.l aː l,CVCCVC
OH-444_tofeedtonourish-1,,OH,444_tofeedtonourish,tāplā,tāplā,t aː p l aː,,wot,445,true,^ tāplā $,default,t aː p.l aː,CVCCV
EAH-444_tofeedtonourish-1,,EAH,444_tofeedtonourish,taplaγ,taplaγ,t a p l a γ,,wot,445,true,^ taplaγ $,default,t a p.l a γ,CVCCVC
WOT-444_tofeedtonourish-1,,WOT,444_tofeedtonourish,taplaγ,taplaγ,t a p l a γ,,wot,445,true,^ taplaγ $,default,t a p.l a γ,CVCCVC
H-445_tindertinderfungusfomesfomentarius-1,,H,445_tindertinderfungusfomesfomentarius,tåplō,tåplō,t ɒ p l oː,,wot,446,true,^ tåplō $,default,t ɒ p.l oː,CVCCV
OH-445_tindertinderfungusfomesfomentarius-1,,OH,445_tindertinderfungusfomesfomentarius,tåplou̯,tåplou̯,t ɒ p l o u̯,,wot,446,true,^ tåplou̯ $,default,t ɒ p.l o.u̯,CVCCVV
LAH-445_tindertinderfungusfomesfomentarius-1,,LAH,445_tindertinderfungusfomesfomentarius,toplau̯,toplau̯,t o p l a u̯,,wot,446,true,^ toplau̯ $,default,t o p.l a.u̯,CVCCVV
EAH-445_tindertinderfungusfomesfomentarius-1,,EAH,445_tindertinderfungusfomesfomentarius,topluγ,topluγ,t o p l u γ,,wot,446,true,^ topluγ $,default,t o p.l u γ,CVCCVC
WOT-445_tindertinderfungusfomesfomentarius-1,,WOT,445_tindertinderfungusfomesfomentarius,topluγ,topluγ,t o p l u γ,,wot,446,true,^ topluγ $,default,t o p.l u γ,CVCCVC
H-446_bald-1,,H,446_bald,tår,tår,t ɒ r,,wot,447,true,^ tår $,default,t ɒ r,CVC
EAH-446_bald-1,,EAH,446_bald,tar,tar,t a r,,wot,447,true,^ tar $,default,t a r,CVC
WOT-446_bald-1,,WOT,446_bald,tar,tar,t a r,,wot,447,true,^ tar $,default,t a r,CVC
H-447_depottarhaz-1,,H,447_depottarhaz,tār,tār,t aː r,,wot,448,true,^ tār $,default,t aː r,CVC
EAH-447_depottarhaz-1,,EAH,447_depottarhaz,tavar,tavar,t a v a r,,wot,448,true,^ tavar $,default,t a v a r,CVCVC
WOT-447_depottarhaz-1,,WOT,447_depottarhaz,tavar,tavar,t a v a r,,wot,448,true,^ tavar $,default,t a v a r,CVCVC
H-448_ploughfieldarablefieldstubblefield-1,,H,448_ploughfieldarablefieldstubblefield,tårlō,tårlō,t ɒ r l oː,,wot,449,true,^ tårlō $,default,t ɒ r.l oː,CVCCV
EAH-448_ploughfieldarablefieldstubblefield-1,,EAH,448_ploughfieldarablefieldstubblefield,tarlaγ,tarlaγ,t a r l a γ,,wot,449,true,^ tarlaγ $,default,t a r.l a γ,CVCCVC
WOT-448_ploughfieldarablefieldstubblefield-1,,WOT,448_ploughfieldarablefieldstubblefield,tarïlaγ,tarïlaγ,t a r ï l a γ,,wot,449,true,^ tarïlaγ $,default,t a r ï l a γ,CVCVCVC
H-449_toholdcarrytolastvisszatart-1,,H,449_toholdcarrytolastvisszatart,tårt,tårt,t ɒ r t,,wot,450,true,^ tårt $,default,t ɒ r.t,CVCC
EAH-449_toholdcarrytolastvisszatart-1,,EAH,449_toholdcarrytolastvisszatart,tart,tart,t a r t,,wot,450,true,^ tart $,default,t a r.t,CVCC
WOT-449_toholdcarrytolastvisszatart-1,,WOT,449_toholdcarrytolastvisszatart,tart,tart,t a r t,,wot,450,true,^ tart $,default,t a r.t,CVCC
H-450_tatar-1,,H,450_tatar,tåtār,tåtār,t ɒ t aː r,,wot,451,true,^ tåtār $,default,t ɒ t aː r,CVCVC
EAH-450_tatar-1,,EAH,450_tatar,tatar,tatar,t a t a r,,wot,451,true,^ tatar $,default,t a t a r,CVCVC
WOT-450_tatar-1,,WOT,450_tatar,tatar,tatar,t a t a r,,wot,451,true,^ tatar $,default,t a t a r,CVCVC
H-452_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind-1,,H,452_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind,tātoryān,tātoryān,t aː t o r j aː n,,wot,452,true,^ tātoryān $,default,t aː t o r.j aː n,CVCVCCVC
OH-452_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind-1,,OH,452_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind,tāturyan,tāturyan,t aː t u r j a n,,wot,452,true,^ tāturyan $,default,t aː t u r.j a n,CVCVCCVC
EAH-452_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind-1,,EAH,452_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind,taturγan,taturγan,t a t u r γ a n,,wot,452,true,^ taturγan $,default,t a t u r γ a n,CVCVCCVC
