ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,CV_Segments,ProsodicStructure
H-135_stallion-1,,H,135_stallion,čȫdör,čȫdör,t͡ʃ øː d ø r,,wot,134,true,^ čȫdör $,default,t͡ʃ øː d ø r,CVCVC
EAH-135_stallion-1,,EAH,135_stallion,čeü̯dür,čeü̯dür,t͡ʃ ɛ ü̯ d y r,,wot,134,true,^ čeü̯dür $,default,t͡ʃ ɛ.ü̯ d y r,CVVCVC
WOT-135_stallion-1,,WOT,135_stallion,čeüdür,čeüdür,t͡ʃ ɛ y d y r,,wot,134,true,^ čeüdür $,default,t͡ʃ ɛ.y d y r,CVVCVC
H-135_stallion-2,,H,135_stallion,čȫdör,čȫdör,t͡ʃ øː d ø r,,wot,135,true,^ čȫdör $,default,t͡ʃ øː d ø r,CVCVC
EAH-135_stallion-2,,EAH,135_stallion,čeü̯dür,čeü̯dür,t͡ʃ ɛ ü̯ d y r,,wot,135,true,^ čeü̯dür $,default,t͡ʃ ɛ.ü̯ d y r,CVVCVC
WOT-135_stallion-2,,WOT,135_stallion,čäüdär,čäüdär,t͡ʃ ä y d ä r,,wot,135,true,^ čäüdär $,default,t͡ʃ ä.y d ä r,CVVCVC
H-135_stallion-3,,H,135_stallion,čȫdör,čȫdör,t͡ʃ øː d ø r,,wot,136,true,^ čȫdör $,default,t͡ʃ øː d ø r,CVCVC
EAH-135_stallion-3,,EAH,135_stallion,čeü̯dür,čeü̯dür,t͡ʃ ɛ ü̯ d y r,,wot,136,true,^ čeü̯dür $,default,t͡ʃ ɛ.ü̯ d y r,CVVCVC
WOT-135_stallion-3,,WOT,135_stallion,čewdür,čewdür,t͡ʃ ɛ v d y r,,wot,136,true,^ čewdür $,default,t͡ʃ ɛ v.d y r,CVCCVC
H-136_sexualorganoflargemaleanimalsofabullawhipmadefromit-1,,H,136_sexualorganoflargemaleanimalsofabullawhipmadefromit,čök,čök,t͡ʃ ø k,,wot,137,true,^ čök $,default,t͡ʃ ø k,CVC
EAH-136_sexualorganoflargemaleanimalsofabullawhipmadefromit-1,,EAH,136_sexualorganoflargemaleanimalsofabullawhipmadefromit,čük,čük,t͡ʃ y k,,wot,137,true,^ čük $,default,t͡ʃ y k,CVC
WOT-136_sexualorganoflargemaleanimalsofabullawhipmadefromit-1,,WOT,136_sexualorganoflargemaleanimalsofabullawhipmadefromit,čükV,čükV,t͡ʃ y k v,,wot,137,true,^ čükV $,default,t͡ʃ y k.v,CVCC
H-137_feastchristeningfeastatbaptism-1,,H,137_feastchristeningfeastatbaptism,čök,čök,t͡ʃ ø k,,wot,138,true,^ čök $,default,t͡ʃ ø k,CVC
EAH-137_feastchristeningfeastatbaptism-1,,EAH,137_feastchristeningfeastatbaptism,čük,čük,t͡ʃ y k,,wot,138,true,^ čük $,default,t͡ʃ y k,CVC
WOT-137_feastchristeningfeastatbaptism-1,,WOT,137_feastchristeningfeastatbaptism,čök,čök,t͡ʃ ø k,,wot,138,true,^ čök $,default,t͡ʃ ø k,CVC
H-138_tobecomesmallerremainsmalltoswaytotottertosprain-1,,H,138_tobecomesmallerremainsmalltoswaytotottertosprain,čökik,čökik,t͡ʃ ø k i k,,wot,139,true,^ čökik $,default,t͡ʃ ø k i k,CVCVC
OH-138_tobecomesmallerremainsmalltoswaytotottertosprain-1,,OH,138_tobecomesmallerremainsmalltoswaytotottertosprain,čök,čök,t͡ʃ ø k,,wot,139,true,^ čök $,default,t͡ʃ ø k,CVC
EAH-138_tobecomesmallerremainsmalltoswaytotottertosprain-1,,EAH,138_tobecomesmallerremainsmalltoswaytotottertosprain,čük,čük,t͡ʃ y k,,wot,139,true,^ čük $,default,t͡ʃ y k,CVC
WOT-138_tobecomesmallerremainsmalltoswaytotottertosprain-1,,WOT,138_tobecomesmallerremainsmalltoswaytotottertosprain,čök,čök,t͡ʃ ø k,,wot,139,true,^ čök $,default,t͡ʃ ø k,CVC
H-139_stubborn-1,,H,139_stubborn,čököńöš,čököńöš,t͡ʃ ø k ø ɲ ø ʃ,,wot,140,true,^ čököńöš $,default,t͡ʃ ø k ø ɲ ø ʃ,CVCVCVC
OH-139_stubborn-1,,OH,139_stubborn,čököń,čököń,t͡ʃ ø k ø ɲ,,wot,140,true,^ čököń $,default,t͡ʃ ø k ø ɲ,CVCVC
EAH-139_stubborn-1,,EAH,139_stubborn,čükün,čükün,t͡ʃ y k y n,,wot,140,true,^ čükün $,default,t͡ʃ y k y n,CVCVC
WOT-139_stubborn-1,,WOT,139_stubborn,čikin,čikin,t͡ʃ i k i n,,wot,140,true,^ čikin $,default,t͡ʃ i k i n,CVCVC
H-140_fieldguardheraldturkishenvoy-1,,H,140_fieldguardheraldturkishenvoy,čȫs,čȫs,t͡ʃ øː s,,wot,141,true,^ čȫs $,default,t͡ʃ øː s,CVC
EAH-140_fieldguardheraldturkishenvoy-1,,EAH,140_fieldguardheraldturkishenvoy,čäüš,čäüš,t͡ʃ ä y ʃ,,wot,141,true,^ čäüš $,default,t͡ʃ ä.y ʃ,CVVC
WOT-140_fieldguardheraldturkishenvoy-1,,WOT,140_fieldguardheraldturkishenvoy,čäwiš,čäwiš,t͡ʃ ä v i ʃ,,wot,141,true,^ čäwiš $,default,t͡ʃ ä v i ʃ,CVCVC
H-141_roughcoarseuglywildunbridled-1,,H,141_roughcoarseuglywildunbridled,čūńå,čūńå,t͡ʃ uː ɲ ɒ,,wot,142,true,^ čūńå $,default,t͡ʃ uː ɲ ɒ,CVCV
OH-141_roughcoarseuglywildunbridled-1,,OH,141_roughcoarseuglywildunbridled,čuńa,čuńa,t͡ʃ u ɲ a,,wot,142,true,^ čuńa $,default,t͡ʃ u ɲ a,CVCV
EAH-141_roughcoarseuglywildunbridled-1,,EAH,141_roughcoarseuglywildunbridled,čunaγ,čunaγ,t͡ʃ u n a γ,,wot,142,true,^ čunaγ $,default,t͡ʃ u n a γ,CVCVC
WOT-141_roughcoarseuglywildunbridled-1,,WOT,141_roughcoarseuglywildunbridled,čunaγ,čunaγ,t͡ʃ u n a γ,,wot,142,true,^ čunaγ $,default,t͡ʃ u n a γ,CVCVC
H-142_towindtoturntodistrortmisinterprettospinayarn-1,,H,142_towindtoturntodistrortmisinterprettospinayarn,čǖr,čǖr,t͡ʃ yː r,,wot,143,true,^ čǖr $,default,t͡ʃ yː r,CVC
EAH-142_towindtoturntodistrortmisinterprettospinayarn-1,,EAH,142_towindtoturntodistrortmisinterprettospinayarn,čevür,čevür,t͡ʃ ɛ v y r,,wot,143,true,^ čevür $,default,t͡ʃ ɛ v y r,CVCVC
WOT-142_towindtoturntodistrortmisinterprettospinayarn-1,,WOT,142_towindtoturntodistrortmisinterprettospinayarn,čäwür,čäwür,t͡ʃ ä v y r,,wot,143,true,^ čäwür $,default,t͡ʃ ä v y r,CVCVC
H-143_bobbinspindle-1,,H,143_bobbinspindle,čǖr,čǖr,t͡ʃ yː r,,wot,144,true,^ čǖr $,default,t͡ʃ yː r,CVC
OH-143_bobbinspindle-1,,OH,143_bobbinspindle,čǖri,čǖri,t͡ʃ yː r i,,wot,144,true,^ čǖri $,default,t͡ʃ yː r i,CVCV
EAH-143_bobbinspindle-1,,EAH,143_bobbinspindle,čeviri,čeviri,t͡ʃ ɛ v i r i,,wot,144,true,^ čeviri $,default,t͡ʃ ɛ v i r i,CVCVCV
WOT-143_bobbinspindle-1,,WOT,143_bobbinspindle,čäviri,čäviri,t͡ʃ ä v i r i,,wot,144,true,^ čäviri $,default,t͡ʃ ä v i r i,CVCVCV
H-144_excellentworthless-1,,H,144_excellentworthless,dåkši,dåkši,d ɒ k ʃ i,,wot,145,true,^ dåkši $,default,d ɒ k.ʃ i,CVCCV
EAH-144_excellentworthless-1,,EAH,144_excellentworthless,ǰakši,ǰakši,j a k ʃ i,,wot,145,true,^ ǰakši $,default,j a k.ʃ i,CVCCV
WOT-144_excellentworthless-1,,WOT,144_excellentworthless,ǰakšï,ǰakšï,j a k ʃ ï,,wot,145,true,^ ǰakšï $,default,j a k.ʃ ï,CVCCV
H-145_ashortfurcoat-1,,H,145_ashortfurcoat,dåku,dåku,d ɒ k u,,wot,146,true,^ dåku $,default,d ɒ k u,CVCV
EAH-145_ashortfurcoat-1,,EAH,145_ashortfurcoat,daku,daku,d a k u,,wot,146,true,^ daku $,default,d a k u,CVCV
WOT-145_ashortfurcoat-1,,WOT,145_ashortfurcoat,daku,daku,d a k u,,wot,146,true,^ daku $,default,d a k u,CVCV
H-147_gristgroatssofthail-1,,H,147_gristgroatssofthail,dårå,dårå,d ɒ r ɒ,,wot,147,true,^ dårå $,default,d ɒ r ɒ,CVCV
EAH-147_gristgroatssofthail-1,,EAH,147_gristgroatssofthail,dara,dara,d a r a,,wot,147,true,^ dara $,default,d a r a,CVCV
WOT-147_gristgroatssofthail-1,,WOT,147_gristgroatssofthail,tarï,tarï,t a r ï,,wot,147,true,^ tarï $,default,t a r ï,CVCV
H-147_gristgroatssofthail-2,,H,147_gristgroatssofthail,dårå,dårå,d ɒ r ɒ,,wot,148,true,^ dårå $,default,d ɒ r ɒ,CVCV
EAH-147_gristgroatssofthail-2,,EAH,147_gristgroatssofthail,dara,dara,d a r a,,wot,148,true,^ dara $,default,d a r a,CVCV
WOT-147_gristgroatssofthail-2,,WOT,147_gristgroatssofthail,darï,darï,d a r ï,,wot,148,true,^ darï $,default,d a r ï,CVCV
H-151_noonsouth-1,,H,151_noonsouth,dēl,dēl,d eː l,,wot,149,true,^ dēl $,default,d eː l,CVC
EAH-151_noonsouth-1,,EAH,151_noonsouth,töli,töli,t ø l i,,wot,149,true,^ töli $,default,t ø l i,CVCV
WOT-151_noonsouth-1,,WOT,151_noonsouth,tüli,tüli,t y l i,,wot,149,true,^ tüli $,default,t y l i,CVCV
H-151_noonsouth-2,,H,151_noonsouth,dēl,dēl,d eː l,,wot,150,true,^ dēl $,default,d eː l,CVC
EAH-151_noonsouth-2,,EAH,151_noonsouth,töli,töli,t ø l i,,wot,150,true,^ töli $,default,t ø l i,CVCV
WOT-151_noonsouth-2,,WOT,151_noonsouth,düli,düli,d y l i,,wot,150,true,^ düli $,default,d y l i,CVCV
H-151_noonsouth-3,,H,151_noonsouth,dēl,dēl,d eː l,,wot,151,true,^ dēl $,default,d eː l,CVC
EAH-151_noonsouth-3,,EAH,151_noonsouth,döli,döli,d ø l i,,wot,151,true,^ döli $,default,d ø l i,CVCV
WOT-151_noonsouth-3,,WOT,151_noonsouth,tüli,tüli,t y l i,,wot,151,true,^ tüli $,default,t y l i,CVCV
H-151_noonsouth-4,,H,151_noonsouth,dēl,dēl,d eː l,,wot,152,true,^ dēl $,default,d eː l,CVC
EAH-151_noonsouth-4,,EAH,151_noonsouth,döli,döli,d ø l i,,wot,152,true,^ döli $,default,d ø l i,CVCV
WOT-151_noonsouth-4,,WOT,151_noonsouth,düli,düli,d y l i,,wot,152,true,^ düli $,default,d y l i,CVCV
H-153_nutwalnutjuglans-1,,H,153_nutwalnutjuglans,diō,diō,d i oː,,wot,153,true,^ diō $,default,d i.oː,CVV
OH-153_nutwalnutjuglans-1,,OH,153_nutwalnutjuglans,ǰiwo,ǰiwo,j i v o,,wot,153,true,^ ǰiwo $,default,j i v o,CVCV
LAH-153_nutwalnutjuglans-1,,LAH,153_nutwalnutjuglans,ǰiγau̯,ǰiγau̯,j i γ a u̯,,wot,153,true,^ ǰiγau̯ $,default,j i γ a.u̯,CVCVV
EAH-153_nutwalnutjuglans-1,,EAH,153_nutwalnutjuglans,ǰiγaγ,ǰiγaγ,j i γ a γ,,wot,153,true,^ ǰiγaγ $,default,j i γ a γ,CVCVC
WOT-153_nutwalnutjuglans-1,,WOT,153_nutwalnutjuglans,ǰïγaγ,ǰïγaγ,j ï γ a γ,,wot,153,true,^ ǰïγaγ $,default,j ï γ a γ,CVCVC
H-153_nutwalnutjuglans-2,,H,153_nutwalnutjuglans,diō,diō,d i oː,,wot,154,true,^ diō $,default,d i.oː,CVV
OH-153_nutwalnutjuglans-2,,OH,153_nutwalnutjuglans,ǰiwo,ǰiwo,j i v o,,wot,154,true,^ ǰiwo $,default,j i v o,CVCV
LAH-153_nutwalnutjuglans-2,,LAH,153_nutwalnutjuglans,ǰiγau̯,ǰiγau̯,j i γ a u̯,,wot,154,true,^ ǰiγau̯ $,default,j i γ a.u̯,CVCVV
EAH-153_nutwalnutjuglans-2,,EAH,153_nutwalnutjuglans,ǰiγaγ,ǰiγaγ,j i γ a γ,,wot,154,true,^ ǰiγaγ $,default,j i γ a γ,CVCVC
WOT-153_nutwalnutjuglans-2,,WOT,153_nutwalnutjuglans,ǰȧγaγ,ǰȧγaγ,j ȧ γ a γ,,wot,154,true,^ ǰȧγaγ $,default,j ȧ.γ a γ,CCCVC
H-154_pigsusdomestica-1,,H,154_pigsusdomestica,disnō,disnō,d i s n oː,,wot,155,true,^ disnō $,default,d i s.n oː,CVCCV
EAH-154_pigsusdomestica-1,,EAH,154_pigsusdomestica,ǰisnaγ,ǰisnaγ,j i s n a γ,,wot,155,true,^ ǰisnaγ $,default,j i s.n a γ,CVCCVC
WOT-154_pigsusdomestica-1,,WOT,154_pigsusdomestica,ǰȧsnaγ,ǰȧsnaγ,j ȧ s n a γ,,wot,155,true,^ ǰȧsnaγ $,default,j ȧ s.n a γ,CCCCVC
H-156_toleantoppleoverstreamdown-1,,H,156_toleantoppleoverstreamdown,dȫl,dȫl,d øː l,,wot,156,true,^ dȫl $,default,d øː l,CVC
OH-156_toleantoppleoverstreamdown-1,,OH,156_toleantoppleoverstreamdown,dǖl,dǖl,d yː l,,wot,156,true,^ dǖl $,default,d yː l,CVC
EAH-156_toleantoppleoverstreamdown-1,,EAH,156_toleantoppleoverstreamdown,dül,dül,d y l,,wot,156,true,^ dül $,default,d y l,CVC
WOT-156_toleantoppleoverstreamdown-1,,WOT,156_toleantoppleoverstreamdown,tül,tül,t y l,,wot,156,true,^ tül $,default,t y l,CVC
H-156_toleantoppleoverstreamdown-2,,H,156_toleantoppleoverstreamdown,dȫl,dȫl,d øː l,,wot,157,true,^ dȫl $,default,d øː l,CVC
OH-156_toleantoppleoverstreamdown-2,,OH,156_toleantoppleoverstreamdown,dǖl,dǖl,d yː l,,wot,157,true,^ dǖl $,default,d yː l,CVC
EAH-156_toleantoppleoverstreamdown-2,,EAH,156_toleantoppleoverstreamdown,dül,dül,d y l,,wot,157,true,^ dül $,default,d y l,CVC
WOT-156_toleantoppleoverstreamdown-2,,WOT,156_toleantoppleoverstreamdown,dül,dül,d y l,,wot,157,true,^ dül $,default,d y l,CVC
H-158_tosqueezetothrustinto-1,,H,158_tosqueezetothrustinto,dug,dug,d u ɡ,,wot,158,true,^ dug $,default,d u ɡ,CVC
EAH-158_tosqueezetothrustinto-1,,EAH,158_tosqueezetothrustinto,dïg,dïg,d ï ɡ,,wot,158,true,^ dïg $,default,d ï ɡ,CVC
WOT-158_tosqueezetothrustinto-1,,WOT,158_tosqueezetothrustinto,dïg,dïg,d ï ɡ,,wot,158,true,^ dïg $,default,d ï ɡ,CVC
H-158_tosqueezetothrustinto-2,,H,158_tosqueezetothrustinto,dug,dug,d u ɡ,,wot,159,true,^ dug $,default,d u ɡ,CVC
EAH-158_tosqueezetothrustinto-2,,EAH,158_tosqueezetothrustinto,dïg,dïg,d ï ɡ,,wot,159,true,^ dïg $,default,d ï ɡ,CVC
WOT-158_tosqueezetothrustinto-2,,WOT,158_tosqueezetothrustinto,tïk,tïk,t ï k,,wot,159,true,^ tïk $,default,t ï k,CVC
H-160_churchbuildingandorganisation-1,,H,160_churchbuildingandorganisation,ëdʹhāz,ëdʹhāz,e ɟ h aː z,,wot,160,true,^ ëdʹhāz $,default,e ɟ.h aː z,VCCVC
EAH-160_churchbuildingandorganisation-1,,EAH,160_churchbuildingandorganisation,ëdʹ,ëdʹ,e ɟ,,wot,160,true,^ ëdʹ $,default,e ɟ,VC
WOT-160_churchbuildingandorganisation-1,,WOT,160_churchbuildingandorganisation,edü,edü,ɛ d y,,wot,160,true,^ edü $,default,ɛ d y,VCV
H-160_churchbuildingandorganisation-2,,H,160_churchbuildingandorganisation,ëdʹhāz,ëdʹhāz,e ɟ h aː z,,wot,161,true,^ ëdʹhāz $,default,e ɟ.h aː z,VCCVC
EAH-160_churchbuildingandorganisation-2,,EAH,160_churchbuildingandorganisation,ëdʹ,ëdʹ,e ɟ,,wot,161,true,^ ëdʹ $,default,e ɟ,VC
WOT-160_churchbuildingandorganisation-2,,WOT,160_churchbuildingandorganisation,edi,edi,ɛ d i,,wot,161,true,^ edi $,default,ɛ d i,VCV
H-161_wedge-1,,H,161_wedge,ēk,ēk,eː k,,wot,162,true,^ ēk $,default,eː k,VC
WOT-161_wedge-1,,WOT,161_wedge,ēk,ēk,eː k,,wot,162,true,^ ēk $,default,eː k,VC
H-162_plough-1,,H,162_plough,eke,eke,ɛ k ɛ,,wot,163,true,^ eke $,default,ɛ k ɛ,VCV
EAH-162_plough-1,,EAH,162_plough,ekeγ,ekeγ,ɛ k ɛ γ,,wot,163,true,^ ekeγ $,default,ɛ k ɛ γ,VCVC
WOT-162_plough-1,,WOT,162_plough,äkäγ,äkäγ,ä k ä γ,,wot,163,true,^ äkäγ $,default,ä k ä γ,VCVC
H-163_toallowpermitconcedeyieldgiveway-1,,H,163_toallowpermitconcedeyieldgiveway,enged,enged,ɛ n ɡ ɛ d,,wot,164,true,^ enged $,default,ɛ n.ɡ ɛ d,VCCVC
EAH-163_toallowpermitconcedeyieldgiveway-1,,EAH,163_toallowpermitconcedeyieldgiveway,eng,eng,ɛ n ɡ,,wot,164,true,^ eng $,default,ɛ n.ɡ,VCC
WOT-163_toallowpermitconcedeyieldgiveway-1,,WOT,163_toallowpermitconcedeyieldgiveway,äŋ,äŋ,ä ŋ,,wot,164,true,^ äŋ $,default,ä ŋ,VC
H-164_topropitiate-1,,H,164_topropitiate,engestel,engestel,ɛ n ɡ ɛ s t ɛ l,,wot,165,true,^ engestel $,default,ɛ n.ɡ ɛ s.t ɛ l,VCCVCCVC
EAH-164_topropitiate-1,,EAH,164_topropitiate,eng,eng,ɛ n ɡ,,wot,165,true,^ eng $,default,ɛ n.ɡ,VCC
WOT-164_topropitiate-1,,WOT,164_topropitiate,äŋ,äŋ,ä ŋ,,wot,165,true,^ äŋ $,default,ä ŋ,VC
H-165_communityworkinagricultureakindofcorvee-1,,H,165_communityworkinagricultureakindofcorvee,enȫ,enȫ,ɛ n øː,,wot,166,true,^ enȫ $,default,ɛ n øː,VCV
OH-165_communityworkinagricultureakindofcorvee-1,,OH,165_communityworkinagricultureakindofcorvee,eneü̯,eneü̯,ɛ n ɛ ü̯,,wot,166,true,^ eneü̯ $,default,ɛ n ɛ.ü̯,VCVV
EAH-165_communityworkinagricultureakindofcorvee-1,,EAH,165_communityworkinagricultureakindofcorvee,ineγ,ineγ,i n ɛ γ,,wot,166,true,^ ineγ $,default,i n ɛ γ,VCVC
WOT-165_communityworkinagricultureakindofcorvee-1,,WOT,165_communityworkinagricultureakindofcorvee,inäγ,inäγ,i n ä γ,,wot,166,true,^ inäγ $,default,i n ä γ,VCVC
H-166_toarrivetoreachgetto-1,,H,166_toarrivetoreachgetto,ēr,ēr,eː r,,wot,167,true,^ ēr $,default,eː r,VC
EAH-166_toarrivetoreachgetto-1,,EAH,166_toarrivetoreachgetto,er,er,ɛ r,,wot,167,true,^ er $,default,ɛ r,VC
WOT-166_toarrivetoreachgetto-1,,WOT,166_toarrivetoreachgetto,er,er,ɛ r,,wot,167,true,^ er $,default,ɛ r,VC
H-167_merit-1,,H,167_merit,ērdem,ērdem,eː r d ɛ m,,wot,168,true,^ ērdem $,default,eː r.d ɛ m,VCCVC
EAH-167_merit-1,,EAH,167_merit,erdem,erdem,ɛ r d ɛ m,,wot,168,true,^ erdem $,default,ɛ r.d ɛ m,VCCVC
WOT-167_merit-1,,WOT,167_merit,ärdäm,ärdäm,ä r d ä m,,wot,168,true,^ ärdäm $,default,ä r.d ä m,VCCVC
H-168_moralsmorality-1,,H,168_moralsmorality,erkölč,erkölč,ɛ r k ø l t͡ʃ,,wot,169,true,^ erkölč $,default,ɛ r.k ø l.t͡ʃ,VCCVCC
EAH-168_moralsmorality-1,,EAH,168_moralsmorality,erkelč,erkelč,ɛ r k ɛ l t͡ʃ,,wot,169,true,^ erkelč $,default,ɛ r.k ɛ l.t͡ʃ,VCCVCC
WOT-168_moralsmorality-1,,WOT,168_moralsmorality,ärkilč,ärkilč,ä r k i l t͡ʃ,,wot,169,true,^ ärkilč $,default,ä r.k i l.t͡ʃ,VCCVCC
H-169_totirelosevitalityslackenrelax-1,,H,169_totirelosevitalityslackenrelax,erńed,erńed,ɛ r ɲ ɛ d,,wot,170,true,^ erńed $,default,ɛ r.ɲ ɛ d,VCCVC
EAH-169_totirelosevitalityslackenrelax-1,,EAH,169_totirelosevitalityslackenrelax,erin,erin,ɛ r i n,,wot,170,true,^ erin $,default,ɛ r i n,VCVC
WOT-169_totirelosevitalityslackenrelax-1,,WOT,169_totirelosevitalityslackenrelax,ärin,ärin,ä r i n,,wot,170,true,^ ärin $,default,ä r i n,VCVC
H-170_strengthpower-1,,H,170_strengthpower,erȫ,erȫ,ɛ r øː,,wot,171,true,^ erȫ $,default,ɛ r øː,VCV
OH-170_strengthpower-1,,OH,170_strengthpower,ereü̯,ereü̯,ɛ r ɛ ü̯,,wot,171,true,^ ereü̯ $,default,ɛ r ɛ.ü̯,VCVV
EAH-170_strengthpower-1,,EAH,170_strengthpower,eriγ,eriγ,ɛ r i γ,,wot,171,true,^ eriγ $,default,ɛ r i γ,VCVC
WOT-170_strengthpower-1,,WOT,170_strengthpower,äriγ,äriγ,ä r i γ,,wot,171,true,^ äriγ $,default,ä r i γ,VCVC
H-172_oath-1,,H,172_oath,eš,eš,ɛ ʃ,,wot,172,true,^ eš $,default,ɛ ʃ,VC
OH-172_oath-1,,OH,172_oath,ešü,ešü,ɛ ʃ y,,wot,172,true,^ ešü $,default,ɛ ʃ y,VCV
LAH-172_oath-1,,LAH,172_oath,ečü,ečü,ɛ t͡ʃ y,,wot,172,true,^ ečü $,default,ɛ t͡ʃ y,VCV
EAH-172_oath-1,,EAH,172_oath,ičü,ičü,i t͡ʃ y,,wot,172,true,^ ičü $,default,i t͡ʃ y,VCV
WOT-172_oath-1,,WOT,172_oath,ičü,ičü,i t͡ʃ y,,wot,172,true,^ ičü $,default,i t͡ʃ y,VCV
H-172_oath-2,,H,172_oath,eškü,eškü,ɛ ʃ k y,,wot,173,true,^ eškü $,default,ɛ ʃ.k y,VCCV
OH-172_oath-2,,OH,172_oath,iškü,iškü,i ʃ k y,,wot,173,true,^ iškü $,default,i ʃ.k y,VCCV
EAH-172_oath-2,,EAH,172_oath,ičkü,ičkü,i t͡ʃ k y,,wot,173,true,^ ičkü $,default,i t͡ʃ.k y,VCCV
WOT-172_oath-2,,WOT,172_oath,ičkü,ičkü,i t͡ʃ k y,,wot,173,true,^ ičkü $,default,i t͡ʃ.k y,VCCV
H-173_reasonmind-1,,H,173_reasonmind,ēs,ēs,eː s,,wot,174,true,^ ēs $,default,eː s,VC
EAH-173_reasonmind-1,,EAH,173_reasonmind,es,es,ɛ s,,wot,174,true,^ es $,default,ɛ s,VC
WOT-173_reasonmind-1,,WOT,173_reasonmind,esV,esV,ɛ s v,,wot,174,true,^ esV $,default,ɛ s.v,VCC
H-175_rivernameofariver-1,,H,175_rivernameofariver,etel,etel,ɛ t ɛ l,,wot,175,true,^ etel $,default,ɛ t ɛ l,VCVC
EAH-175_rivernameofariver-1,,EAH,175_rivernameofariver,etil,etil,ɛ t i l,,wot,175,true,^ etil $,default,ɛ t i l,VCVC
WOT-175_rivernameofariver-1,,WOT,175_rivernameofariver,ätil,ätil,ä t i l,,wot,175,true,^ ätil $,default,ä t i l,VCVC
H-175_rivernameofariver-2,,H,175_rivernameofariver,etil,etil,ɛ t i l,,wot,176,true,^ etil $,default,ɛ t i l,VCVC
EAH-175_rivernameofariver-2,,EAH,175_rivernameofariver,etil,etil,ɛ t i l,,wot,176,true,^ etil $,default,ɛ t i l,VCVC
WOT-175_rivernameofariver-2,,WOT,175_rivernameofariver,ätil,ätil,ä t i l,,wot,176,true,^ ätil $,default,ä t i l,VCVC
H-203_weed-1,,H,203_weed,gåz,gåz,ɡ ɒ z,,wot,177,true,^ gåz $,default,ɡ ɒ z,CVC
OH-203_weed-1,,OH,203_weed,kāz,kāz,k aː z,,wot,177,true,^ kāz $,default,k aː z,CVC
EAH-203_weed-1,,EAH,203_weed,kaγzu,kaγzu,k a γ z u,,wot,177,true,^ kaγzu $,default,k a γ z u,CVCCV
WOT-203_weed-1,,WOT,203_weed,kaγδu,kaγδu,k a γ δ u,,wot,177,true,^ kaγδu $,default,k a γ.δ u,CVCCV
H-178_pelicanpelicanus-1,,H,178_pelicanpelicanus,gödēń,gödēń,ɡ ø d eː ɲ,,wot,178,true,^ gödēń $,default,ɡ ø d eː ɲ,CVCVC
OH-178_pelicanpelicanus-1,,OH,178_pelicanpelicanus,güden,güden,ɡ y d ɛ n,,wot,178,true,^ güden $,default,ɡ y d ɛ n,CVCVC
EAH-178_pelicanpelicanus-1,,EAH,178_pelicanpelicanus,güden,güden,ɡ y d ɛ n,,wot,178,true,^ güden $,default,ɡ y d ɛ n,CVCVC
WOT-178_pelicanpelicanus-1,,WOT,178_pelicanpelicanus,güdän,güdän,ɡ y d ä n,,wot,178,true,^ güdän $,default,ɡ y d ä n,CVCVC
H-178_pelicanpelicanus-2,,H,178_pelicanpelicanus,gödēń,gödēń,ɡ ø d eː ɲ,,wot,179,true,^ gödēń $,default,ɡ ø d eː ɲ,CVCVC
OH-178_pelicanpelicanus-2,,OH,178_pelicanpelicanus,güden,güden,ɡ y d ɛ n,,wot,179,true,^ güden $,default,ɡ y d ɛ n,CVCVC
EAH-178_pelicanpelicanus-2,,EAH,178_pelicanpelicanus,güden,güden,ɡ y d ɛ n,,wot,179,true,^ güden $,default,ɡ y d ɛ n,CVCVC
WOT-178_pelicanpelicanus-2,,WOT,178_pelicanpelicanus,kütän,kütän,k y t ä n,,wot,179,true,^ kütän $,default,k y t ä n,CVCVC
H-180_polecatputoriusfoetidus-1,,H,180_polecatputoriusfoetidus,görēń,görēń,ɡ ø r eː ɲ,,wot,180,true,^ görēń $,default,ɡ ø r eː ɲ,CVCVC
EAH-180_polecatputoriusfoetidus-1,,EAH,180_polecatputoriusfoetidus,güren,güren,ɡ y r ɛ n,,wot,180,true,^ güren $,default,ɡ y r ɛ n,CVCVC
WOT-180_polecatputoriusfoetidus-1,,WOT,180_polecatputoriusfoetidus,gürän,gürän,ɡ y r ä n,,wot,180,true,^ gürän $,default,ɡ y r ä n,CVCVC
H-180_polecatputoriusfoetidus-2,,H,180_polecatputoriusfoetidus,görēń,görēń,ɡ ø r eː ɲ,,wot,181,true,^ görēń $,default,ɡ ø r eː ɲ,CVCVC
EAH-180_polecatputoriusfoetidus-2,,EAH,180_polecatputoriusfoetidus,güren,güren,ɡ y r ɛ n,,wot,181,true,^ güren $,default,ɡ y r ɛ n,CVCVC
WOT-180_polecatputoriusfoetidus-2,,WOT,180_polecatputoriusfoetidus,kürän,kürän,k y r ä n,,wot,181,true,^ kürän $,default,k y r ä n,CVCVC
H-181_matchmaker-1,,H,181_matchmaker,güdʹǖ,güdʹǖ,ɡ y ɟ yː,,wot,182,true,^ güdʹǖ $,default,ɡ y ɟ yː,CVCV
OH-181_matchmaker-1,,OH,181_matchmaker,küdʹǖ,küdʹǖ,k y ɟ yː,,wot,182,true,^ küdʹǖ $,default,k y ɟ yː,CVCV
